In,Out,Date,Time,Branch,Group
44,27,5/5/2022,9:00 AM,Liberty Park,LP Main
23,9,5/5/2022,9:00 AM,Hillyard,HY North
3,14,5/5/2022,8:00 AM,Shadle Park,SH East
3,1,5/5/2022,8:00 AM,Liberty Park,LP Main
13,18,5/5/2022,8:00 AM,Hillyard,HY North
4,4,5/5/2022,7:00 AM,Shadle Park,SH East
5,15,5/5/2022,7:00 AM,Liberty Park,LP Main
2,1,5/5/2022,7:00 AM,Hillyard,HY South
1,0,5/5/2022,6:00 AM,Shadle Park,SH West
3,0,5/5/2022,6:00 AM,Liberty Park,LP Main
8,9,5/4/2022,10:00 PM,Hillyard,HY South
9,3,5/4/2022,9:00 PM,Hillyard,HY South
5,4,5/4/2022,8:00 PM,Hillyard,HY South
1,2,5/4/2022,7:00 PM,Liberty Park,LP Main
1,2,5/4/2022,7:00 PM,Hillyard,HY North
23,59,5/4/2022,6:00 PM,Shadle Park,SH East
7,17,5/4/2022,6:00 PM,Liberty Park,LP Main
13,16,5/4/2022,6:00 PM,Hillyard,HY North
47,43,5/4/2022,5:00 PM,Shadle Park,SH East
32,56,5/4/2022,5:00 PM,Liberty Park,LP Main
11,13,5/4/2022,5:00 PM,Hillyard,HY North
67,68,5/4/2022,4:00 PM,Shadle Park,SH East
38,40,5/4/2022,4:00 PM,Liberty Park,LP Main
18,17,5/4/2022,4:00 PM,Hillyard,HY North
69,55,5/4/2022,3:00 PM,Shadle Park,SH East
36,33,5/4/2022,3:00 PM,Liberty Park,LP Main
37,48,5/4/2022,3:00 PM,Hillyard,HY North
43,36,5/4/2022,2:00 PM,Shadle Park,SH East
44,62,5/4/2022,2:00 PM,Liberty Park,LP Main
41,36,5/4/2022,2:00 PM,Hillyard,HY North
41,52,5/4/2022,1:00 PM,Shadle Park,SH East
48,27,5/4/2022,1:00 PM,Liberty Park,LP Main
54,69,5/4/2022,1:00 PM,Hillyard,HY North
67,74,5/4/2022,12:00 PM,Shadle Park,SH East
51,53,5/4/2022,12:00 PM,Liberty Park,LP Main
83,71,5/4/2022,12:00 PM,Hillyard,HY North
48,44,5/4/2022,11:00 AM,Shadle Park,SH East
38,37,5/4/2022,11:00 AM,Liberty Park,LP Main
21,11,5/4/2022,11:00 AM,Hillyard,HY North
64,38,5/4/2022,10:00 AM,Shadle Park,SH East
44,40,5/4/2022,10:00 AM,Liberty Park,LP Main
30,45,5/4/2022,10:00 AM,Hillyard,HY North
46,21,5/4/2022,9:00 AM,Shadle Park,SH East
53,27,5/4/2022,9:00 AM,Liberty Park,LP Main
45,25,5/4/2022,9:00 AM,Hillyard,HY North
20,26,5/4/2022,8:00 AM,Shadle Park,SH East
8,3,5/4/2022,8:00 AM,Liberty Park,LP Main
12,11,5/4/2022,8:00 AM,Hillyard,HY South
0,1,5/4/2022,7:00 AM,Shadle Park,SH East
16,36,5/4/2022,7:00 AM,Liberty Park,LP Main
8,4,5/4/2022,7:00 AM,Hillyard,HY North
5,7,5/4/2022,6:00 AM,Liberty Park,LP Main
3,3,5/3/2022,10:00 PM,Hillyard,HY South
2,7,5/3/2022,9:00 PM,Hillyard,HY South
7,2,5/3/2022,8:00 PM,Hillyard,HY South
0,4,5/3/2022,7:00 PM,Liberty Park,LP Main
1,4,5/3/2022,7:00 PM,Hillyard,HY North
23,45,5/3/2022,6:00 PM,Shadle Park,SH East
17,30,5/3/2022,6:00 PM,Liberty Park,LP Main
2,6,5/3/2022,6:00 PM,Hillyard,HY North
40,67,5/3/2022,5:00 PM,Shadle Park,SH East
22,25,5/3/2022,5:00 PM,Liberty Park,LP Main
14,34,5/3/2022,5:00 PM,Hillyard,HY North
71,74,5/3/2022,4:00 PM,Shadle Park,SH East
26,34,5/3/2022,4:00 PM,Liberty Park,LP Main
30,30,5/3/2022,4:00 PM,Hillyard,HY North
80,86,5/3/2022,3:00 PM,Shadle Park,SH East
30,43,5/3/2022,3:00 PM,Liberty Park,LP Main
43,45,5/3/2022,3:00 PM,Hillyard,HY North
61,50,5/3/2022,2:00 PM,Shadle Park,SH East
37,52,5/3/2022,2:00 PM,Liberty Park,LP Main
42,26,5/3/2022,2:00 PM,Hillyard,HY North
45,49,5/3/2022,1:00 PM,Shadle Park,SH East
51,43,5/3/2022,1:00 PM,Liberty Park,LP Main
38,49,5/3/2022,1:00 PM,Hillyard,HY North
54,47,5/3/2022,12:00 PM,Shadle Park,SH East
42,39,5/3/2022,12:00 PM,Liberty Park,LP Main
32,46,5/3/2022,12:00 PM,Hillyard,HY North
74,63,5/3/2022,11:00 AM,Shadle Park,SH East
47,84,5/3/2022,11:00 AM,Liberty Park,LP Main
56,24,5/3/2022,11:00 AM,Hillyard,HY North
39,24,5/3/2022,10:00 AM,Shadle Park,SH East
53,51,5/3/2022,10:00 AM,Liberty Park,LP Main
21,21,5/3/2022,10:00 AM,Hillyard,HY North
51,33,5/3/2022,9:00 AM,Shadle Park,SH East
65,20,5/3/2022,9:00 AM,Liberty Park,LP Main
31,22,5/3/2022,9:00 AM,Hillyard,HY North
22,21,5/3/2022,8:00 AM,Shadle Park,SH East
17,17,5/3/2022,8:00 AM,Liberty Park,LP Main
7,34,5/3/2022,8:00 AM,Hillyard,HY North
7,27,5/3/2022,7:00 AM,Liberty Park,LP Main
18,2,5/3/2022,7:00 AM,Hillyard,HY North
3,4,5/2/2022,10:00 PM,Hillyard,HY South
11,11,5/2/2022,9:00 PM,Hillyard,HY South
7,4,5/2/2022,8:00 PM,Hillyard,HY South
0,6,5/2/2022,7:00 PM,Liberty Park,LP Main
2,4,5/2/2022,7:00 PM,Hillyard,HY North
14,56,5/2/2022,6:00 PM,Shadle Park,SH East
15,34,5/2/2022,6:00 PM,Liberty Park,LP Main
27,54,5/2/2022,6:00 PM,Hillyard,HY North
33,35,5/2/2022,5:00 PM,Shadle Park,SH East
26,40,5/2/2022,5:00 PM,Liberty Park,LP Main
55,37,5/2/2022,5:00 PM,Hillyard,HY North
54,83,5/2/2022,4:00 PM,Shadle Park,SH East
49,40,5/2/2022,4:00 PM,Liberty Park,LP Main
22,16,5/2/2022,4:00 PM,Hillyard,HY North
71,72,5/2/2022,3:00 PM,Shadle Park,SH East
36,36,5/2/2022,3:00 PM,Liberty Park,LP Main
45,59,5/2/2022,3:00 PM,Hillyard,HY North
69,54,5/2/2022,2:00 PM,Shadle Park,SH East
41,56,5/2/2022,2:00 PM,Liberty Park,LP Main
54,29,5/2/2022,2:00 PM,Hillyard,HY North
44,52,5/2/2022,1:00 PM,Shadle Park,SH East
42,29,5/2/2022,1:00 PM,Liberty Park,LP Main
25,32,5/2/2022,1:00 PM,Hillyard,HY North
51,56,5/2/2022,12:00 PM,Shadle Park,SH East
39,52,5/2/2022,12:00 PM,Liberty Park,LP Main
58,67,5/2/2022,12:00 PM,Hillyard,HY North
52,86,5/2/2022,11:00 AM,Shadle Park,SH East
50,54,5/2/2022,11:00 AM,Liberty Park,LP Main
30,18,5/2/2022,11:00 AM,Hillyard,HY North
80,75,5/2/2022,10:00 AM,Shadle Park,SH East
30,25,5/2/2022,10:00 AM,Liberty Park,LP Main
13,7,5/2/2022,10:00 AM,Hillyard,HY North
114,29,5/2/2022,9:00 AM,Shadle Park,SH East
40,14,5/2/2022,9:00 AM,Liberty Park,LP Main
11,7,5/2/2022,9:00 AM,Hillyard,HY North
10,15,5/2/2022,8:00 AM,Liberty Park,LP Main
10,7,5/2/2022,8:00 AM,Hillyard,HY North
4,9,5/2/2022,7:00 AM,Liberty Park,LP Main
9,14,5/2/2022,7:00 AM,Hillyard,HY North
2,0,5/2/2022,6:00 AM,Liberty Park,LP Main
2,2,5/2/2022,6:00 AM,Hillyard,HY South
1,1,5/2/2022,5:00 AM,Hillyard,HY South
0,2,5/1/2022,4:00 PM,Shadle Park,SH East
0,3,5/1/2022,4:00 PM,Liberty Park,LP Main
1,3,5/1/2022,4:00 PM,Hillyard,HY North
63,115,5/1/2022,3:00 PM,Shadle Park,SH East
20,43,5/1/2022,3:00 PM,Liberty Park,LP Main
41,74,5/1/2022,3:00 PM,Hillyard,HY North
71,93,5/1/2022,2:00 PM,Shadle Park,SH East
28,22,5/1/2022,2:00 PM,Liberty Park,LP Main
39,40,5/1/2022,2:00 PM,Hillyard,HY North
93,63,5/1/2022,1:00 PM,Shadle Park,SH East
44,50,5/1/2022,1:00 PM,Liberty Park,LP Main
65,31,5/1/2022,1:00 PM,Hillyard,HY North
100,29,5/1/2022,12:00 PM,Shadle Park,SH East
47,26,5/1/2022,12:00 PM,Liberty Park,LP Main
17,8,5/1/2022,12:00 PM,Hillyard,HY North
1,1,5/1/2022,11:00 AM,Shadle Park,SH West
5,2,5/1/2022,11:00 AM,Liberty Park,LP Main
2,0,5/1/2022,11:00 AM,Hillyard,HY North
1,0,5/1/2022,10:00 AM,Liberty Park,LP Main
18,25,5/1/2022,9:00 AM,Liberty Park,LP Main
1,2,5/1/2022,8:00 AM,Liberty Park,LP Main
23,9,5/1/2022,8:00 AM,Hillyard,HY North
6,11,5/1/2022,7:00 AM,Hillyard,HY North
21,12,5/1/2022,6:00 AM,Shadle Park,SH East
0,1,5/1/2022,6:00 AM,Hillyard,HY North
2,1,5/1/2022,5:00 AM,Hillyard,HY North
1,1,4/30/2022,6:00 PM,Liberty Park,LP Main
0,4,4/30/2022,5:00 PM,Shadle Park,SH East
1,5,4/30/2022,5:00 PM,Liberty Park,LP Main
0,9,4/30/2022,5:00 PM,Hillyard,HY North
37,100,4/30/2022,4:00 PM,Shadle Park,SH East
26,59,4/30/2022,4:00 PM,Liberty Park,LP Main
11,31,4/30/2022,4:00 PM,Hillyard,HY North
79,88,4/30/2022,3:00 PM,Shadle Park,SH East
65,62,4/30/2022,3:00 PM,Liberty Park,LP Main
25,39,4/30/2022,3:00 PM,Hillyard,HY North
78,100,4/30/2022,2:00 PM,Shadle Park,SH East
65,78,4/30/2022,2:00 PM,Liberty Park,LP Main
52,35,4/30/2022,2:00 PM,Hillyard,HY North
71,76,4/30/2022,1:00 PM,Shadle Park,SH East
53,36,4/30/2022,1:00 PM,Liberty Park,LP Main
8,10,4/30/2022,1:00 PM,Hillyard,HY North
92,89,4/30/2022,12:00 PM,Shadle Park,SH East
37,21,4/30/2022,12:00 PM,Liberty Park,LP Main
21,26,4/30/2022,12:00 PM,Hillyard,HY North
94,87,4/30/2022,11:00 AM,Shadle Park,SH East
32,45,4/30/2022,11:00 AM,Liberty Park,LP Main
15,9,4/30/2022,11:00 AM,Hillyard,HY North
146,53,4/30/2022,10:00 AM,Shadle Park,SH East
106,74,4/30/2022,10:00 AM,Liberty Park,LP Main
11,21,4/30/2022,10:00 AM,Hillyard,HY North
6,10,4/30/2022,9:00 AM,Shadle Park,SH East
3,2,4/30/2022,9:00 AM,Liberty Park,LP Main
3,2,4/30/2022,8:00 AM,Shadle Park,SH East
3,0,4/30/2022,8:00 AM,Liberty Park,LP Main
7,2,4/30/2022,8:00 AM,Hillyard,HY North
28,26,4/30/2022,7:00 AM,Liberty Park,LP Main
6,7,4/30/2022,6:00 AM,Liberty Park,LP Main
2,7,4/29/2022,10:00 PM,Hillyard,HY South
3,4,4/29/2022,9:00 PM,Hillyard,HY South
6,3,4/29/2022,8:00 PM,Hillyard,HY South
1,4,4/29/2022,6:00 PM,Liberty Park,LP Main
1,6,4/29/2022,5:00 PM,Shadle Park,SH East
2,15,4/29/2022,5:00 PM,Liberty Park,LP Main
0,7,4/29/2022,5:00 PM,Hillyard,HY North
53,84,4/29/2022,4:00 PM,Shadle Park,SH East
55,75,4/29/2022,4:00 PM,Liberty Park,LP Main
31,55,4/29/2022,4:00 PM,Hillyard,HY North
74,107,4/29/2022,3:00 PM,Shadle Park,SH East
85,79,4/29/2022,3:00 PM,Liberty Park,LP Main
67,55,4/29/2022,3:00 PM,Hillyard,HY North
67,95,4/29/2022,2:00 PM,Shadle Park,SH East
40,48,4/29/2022,2:00 PM,Liberty Park,LP Main
19,45,4/29/2022,2:00 PM,Hillyard,HY North
78,78,4/29/2022,1:00 PM,Shadle Park,SH East
38,35,4/29/2022,1:00 PM,Liberty Park,LP Main
46,46,4/29/2022,1:00 PM,Hillyard,HY North
135,65,4/29/2022,12:00 PM,Shadle Park,SH East
45,50,4/29/2022,12:00 PM,Liberty Park,LP Main
42,44,4/29/2022,12:00 PM,Hillyard,HY North
67,58,4/29/2022,11:00 AM,Shadle Park,SH East
47,70,4/29/2022,11:00 AM,Liberty Park,LP Main
61,49,4/29/2022,11:00 AM,Hillyard,HY North
73,37,4/29/2022,10:00 AM,Shadle Park,SH East
81,33,4/29/2022,10:00 AM,Liberty Park,LP Main
42,28,4/29/2022,10:00 AM,Hillyard,HY North
21,15,4/29/2022,9:00 AM,Shadle Park,SH East
15,20,4/29/2022,9:00 AM,Liberty Park,LP Main
27,26,4/29/2022,9:00 AM,Hillyard,HY North
16,19,4/29/2022,8:00 AM,Shadle Park,SH East
4,1,4/29/2022,8:00 AM,Liberty Park,LP Main
16,11,4/29/2022,8:00 AM,Hillyard,HY North
3,2,4/29/2022,7:00 AM,Shadle Park,SH West
7,8,4/29/2022,7:00 AM,Liberty Park,LP Main
1,1,4/29/2022,7:00 AM,Hillyard,HY South
1,4,4/28/2022,10:00 PM,Hillyard,HY South
11,13,4/28/2022,9:00 PM,Hillyard,HY South
13,8,4/28/2022,8:00 PM,Hillyard,HY South
0,8,4/28/2022,7:00 PM,Liberty Park,LP Main
0,3,4/28/2022,7:00 PM,Hillyard,HY North
28,53,4/28/2022,6:00 PM,Shadle Park,SH East
9,23,4/28/2022,6:00 PM,Liberty Park,LP Main
9,16,4/28/2022,6:00 PM,Hillyard,HY North
36,58,4/28/2022,5:00 PM,Shadle Park,SH East
33,41,4/28/2022,5:00 PM,Liberty Park,LP Main
14,12,4/28/2022,5:00 PM,Hillyard,HY North
53,65,4/28/2022,4:00 PM,Shadle Park,SH East
32,45,4/28/2022,4:00 PM,Liberty Park,LP Main
37,44,4/28/2022,4:00 PM,Hillyard,HY North
83,55,4/28/2022,3:00 PM,Shadle Park,SH East
41,32,4/28/2022,3:00 PM,Liberty Park,LP Main
56,51,4/28/2022,3:00 PM,Hillyard,HY North
70,65,4/28/2022,2:00 PM,Shadle Park,SH East
33,30,4/28/2022,2:00 PM,Liberty Park,LP Main
55,38,4/28/2022,2:00 PM,Hillyard,HY North
55,53,4/28/2022,1:00 PM,Shadle Park,SH East
35,45,4/28/2022,1:00 PM,Liberty Park,LP Main
48,56,4/28/2022,1:00 PM,Hillyard,HY North
43,42,4/28/2022,12:00 PM,Shadle Park,SH East
37,49,4/28/2022,12:00 PM,Liberty Park,LP Main
70,62,4/28/2022,12:00 PM,Hillyard,HY North
63,83,4/28/2022,11:00 AM,Shadle Park,SH East
52,37,4/28/2022,11:00 AM,Liberty Park,LP Main
51,27,4/28/2022,11:00 AM,Hillyard,HY North
84,72,4/28/2022,10:00 AM,Shadle Park,SH East
82,78,4/28/2022,10:00 AM,Liberty Park,LP Main
15,10,4/28/2022,10:00 AM,Hillyard,HY North
70,21,4/28/2022,9:00 AM,Shadle Park,SH East
55,21,4/28/2022,9:00 AM,Liberty Park,LP Main
11,6,4/28/2022,9:00 AM,Hillyard,HY North
15,9,4/28/2022,8:00 AM,Shadle Park,SH East
12,13,4/28/2022,8:00 AM,Liberty Park,LP Main
10,15,4/28/2022,8:00 AM,Hillyard,HY North
4,0,4/28/2022,7:00 AM,Liberty Park,LP Main
8,5,4/28/2022,7:00 AM,Hillyard,HY North
3,7,4/27/2022,9:00 PM,Hillyard,HY South
18,13,4/27/2022,8:00 PM,Hillyard,HY South
0,3,4/27/2022,7:00 PM,Shadle Park,SH East
0,4,4/27/2022,7:00 PM,Liberty Park,LP Main
0,2,4/27/2022,7:00 PM,Hillyard,HY North
24,41,4/27/2022,6:00 PM,Shadle Park,SH East
7,29,4/27/2022,6:00 PM,Liberty Park,LP Main
3,9,4/27/2022,6:00 PM,Hillyard,HY North
28,50,4/27/2022,5:00 PM,Shadle Park,SH East
28,40,4/27/2022,5:00 PM,Liberty Park,LP Main
12,16,4/27/2022,5:00 PM,Hillyard,HY North
52,92,4/27/2022,4:00 PM,Shadle Park,SH East
44,69,4/27/2022,4:00 PM,Liberty Park,LP Main
8,8,4/27/2022,4:00 PM,Hillyard,HY North
112,78,4/27/2022,3:00 PM,Shadle Park,SH East
59,40,4/27/2022,3:00 PM,Liberty Park,LP Main
23,43,4/27/2022,3:00 PM,Hillyard,HY North
46,50,4/27/2022,2:00 PM,Shadle Park,SH East
34,29,4/27/2022,2:00 PM,Liberty Park,LP Main
33,29,4/27/2022,2:00 PM,Hillyard,HY North
75,103,4/27/2022,1:00 PM,Shadle Park,SH East
48,37,4/27/2022,1:00 PM,Liberty Park,LP Main
44,34,4/27/2022,1:00 PM,Hillyard,HY North
69,67,4/27/2022,12:00 PM,Shadle Park,SH East
30,23,4/27/2022,12:00 PM,Liberty Park,LP Main
49,54,4/27/2022,12:00 PM,Hillyard,HY North
53,60,4/27/2022,11:00 AM,Shadle Park,SH East
29,47,4/27/2022,11:00 AM,Liberty Park,LP Main
42,46,4/27/2022,11:00 AM,Hillyard,HY North
106,62,4/27/2022,10:00 AM,Shadle Park,SH East
24,14,4/27/2022,10:00 AM,Liberty Park,LP Main
42,41,4/27/2022,10:00 AM,Hillyard,HY North
81,26,4/27/2022,9:00 AM,Shadle Park,SH East
37,8,4/27/2022,9:00 AM,Liberty Park,LP Main
34,14,4/27/2022,9:00 AM,Hillyard,HY North
17,23,4/27/2022,8:00 AM,Shadle Park,SH East
7,9,4/27/2022,8:00 AM,Liberty Park,LP Main
10,15,4/27/2022,8:00 AM,Hillyard,HY North
12,15,4/27/2022,7:00 AM,Liberty Park,LP Main
8,3,4/27/2022,7:00 AM,Hillyard,HY North
2,2,4/27/2022,6:00 AM,Shadle Park,SH West
3,2,4/26/2022,10:00 PM,Hillyard,HY South
2,2,4/26/2022,9:00 PM,Hillyard,HY South
18,15,4/26/2022,8:00 PM,Hillyard,HY South
0,2,4/26/2022,7:00 PM,Liberty Park,LP Main
1,6,4/26/2022,7:00 PM,Hillyard,HY North
24,48,4/26/2022,6:00 PM,Shadle Park,SH East
24,48,4/26/2022,6:00 PM,Liberty Park,LP Main
3,11,4/26/2022,6:00 PM,Hillyard,HY North
51,90,4/26/2022,5:00 PM,Shadle Park,SH East
24,49,4/26/2022,5:00 PM,Liberty Park,LP Main
11,22,4/26/2022,5:00 PM,Hillyard,HY North
100,108,4/26/2022,4:00 PM,Shadle Park,SH East
47,58,4/26/2022,4:00 PM,Liberty Park,LP Main
28,39,4/26/2022,4:00 PM,Hillyard,HY North
81,70,4/26/2022,3:00 PM,Shadle Park,SH East
55,43,4/26/2022,3:00 PM,Liberty Park,LP Main
35,36,4/26/2022,3:00 PM,Hillyard,HY North
82,71,4/26/2022,2:00 PM,Shadle Park,SH East
35,50,4/26/2022,2:00 PM,Liberty Park,LP Main
41,34,4/26/2022,2:00 PM,Hillyard,HY North
70,90,4/26/2022,1:00 PM,Shadle Park,SH East
42,27,4/26/2022,1:00 PM,Liberty Park,LP Main
54,48,4/26/2022,1:00 PM,Hillyard,HY North
65,71,4/26/2022,12:00 PM,Shadle Park,SH East
35,55,4/26/2022,12:00 PM,Liberty Park,LP Main
45,62,4/26/2022,12:00 PM,Hillyard,HY North
102,87,4/26/2022,11:00 AM,Shadle Park,SH East
49,71,4/26/2022,11:00 AM,Liberty Park,LP Main
57,43,4/26/2022,11:00 AM,Hillyard,HY North
73,55,4/26/2022,10:00 AM,Shadle Park,SH East
77,91,4/26/2022,10:00 AM,Liberty Park,LP Main
24,20,4/26/2022,10:00 AM,Hillyard,HY North
54,17,4/26/2022,9:00 AM,Shadle Park,SH East
90,21,4/26/2022,9:00 AM,Liberty Park,LP Main
25,15,4/26/2022,9:00 AM,Hillyard,HY North
12,12,4/26/2022,8:00 AM,Shadle Park,SH East
13,11,4/26/2022,8:00 AM,Liberty Park,LP Main
4,5,4/26/2022,8:00 AM,Hillyard,HY North
1,7,4/26/2022,7:00 AM,Liberty Park,LP Main
4,1,4/26/2022,7:00 AM,Hillyard,HY North
8,11,4/26/2022,6:00 AM,Liberty Park,LP Main
7,11,4/25/2022,10:00 PM,Hillyard,HY South
7,3,4/25/2022,9:00 PM,Hillyard,HY South
1,11,4/25/2022,7:00 PM,Shadle Park,SH East
1,23,4/25/2022,7:00 PM,Liberty Park,LP Main
1,27,4/25/2022,7:00 PM,Hillyard,HY North
26,63,4/25/2022,6:00 PM,Shadle Park,SH East
21,114,4/25/2022,6:00 PM,Liberty Park,LP Main
11,22,4/25/2022,6:00 PM,Hillyard,HY North
53,66,4/25/2022,5:00 PM,Shadle Park,SH East
97,43,4/25/2022,5:00 PM,Liberty Park,LP Main
41,43,4/25/2022,5:00 PM,Hillyard,HY North
69,79,4/25/2022,4:00 PM,Shadle Park,SH East
57,42,4/25/2022,4:00 PM,Liberty Park,LP Main
25,24,4/25/2022,4:00 PM,Hillyard,HY North
67,48,4/25/2022,3:00 PM,Shadle Park,SH East
48,48,4/25/2022,3:00 PM,Liberty Park,LP Main
27,53,4/25/2022,3:00 PM,Hillyard,HY North
71,57,4/25/2022,2:00 PM,Shadle Park,SH East
40,67,4/25/2022,2:00 PM,Liberty Park,LP Main
31,14,4/25/2022,2:00 PM,Hillyard,HY North
53,73,4/25/2022,1:00 PM,Shadle Park,SH East
55,54,4/25/2022,1:00 PM,Liberty Park,LP Main
51,36,4/25/2022,1:00 PM,Hillyard,HY North
66,75,4/25/2022,12:00 PM,Shadle Park,SH East
34,43,4/25/2022,12:00 PM,Liberty Park,LP Main
53,74,4/25/2022,12:00 PM,Hillyard,HY North
58,63,4/25/2022,11:00 AM,Shadle Park,SH East
61,41,4/25/2022,11:00 AM,Liberty Park,LP Main
72,23,4/25/2022,11:00 AM,Hillyard,HY North
64,46,4/25/2022,10:00 AM,Shadle Park,SH East
29,31,4/25/2022,10:00 AM,Liberty Park,LP Main
24,24,4/25/2022,10:00 AM,Hillyard,HY North
69,17,4/25/2022,9:00 AM,Shadle Park,SH East
38,19,4/25/2022,9:00 AM,Liberty Park,LP Main
16,10,4/25/2022,9:00 AM,Hillyard,HY North
4,6,4/25/2022,8:00 AM,Shadle Park,SH East
17,19,4/25/2022,8:00 AM,Liberty Park,LP Main
13,13,4/25/2022,8:00 AM,Hillyard,HY North
4,6,4/25/2022,7:00 AM,Liberty Park,LP Main
3,8,4/25/2022,7:00 AM,Hillyard,HY North
1,1,4/25/2022,6:00 AM,Hillyard,HY South
3,16,4/24/2022,4:00 PM,Shadle Park,SH East
1,7,4/24/2022,4:00 PM,Liberty Park,LP Main
2,10,4/24/2022,4:00 PM,Hillyard,HY North
68,103,4/24/2022,3:00 PM,Shadle Park,SH East
28,38,4/24/2022,3:00 PM,Liberty Park,LP Main
8,14,4/24/2022,3:00 PM,Hillyard,HY North
54,56,4/24/2022,2:00 PM,Shadle Park,SH East
23,29,4/24/2022,2:00 PM,Liberty Park,LP Main
9,12,4/24/2022,2:00 PM,Hillyard,HY North
65,55,4/24/2022,1:00 PM,Shadle Park,SH East
26,23,4/24/2022,1:00 PM,Liberty Park,LP Main
9,7,4/24/2022,1:00 PM,Hillyard,HY North
94,44,4/24/2022,12:00 PM,Shadle Park,SH East
33,22,4/24/2022,12:00 PM,Liberty Park,LP Main
14,11,4/24/2022,12:00 PM,Hillyard,HY North
0,1,4/24/2022,11:00 AM,Shadle Park,SH West
2,0,4/24/2022,11:00 AM,Liberty Park,LP Main
2,1,4/24/2022,11:00 AM,Hillyard,HY North
7,19,4/24/2022,9:00 AM,Liberty Park,LP Main
6,5,4/24/2022,8:00 AM,Liberty Park,LP Main
5,13,4/24/2022,7:00 AM,Liberty Park,LP Main
14,28,4/24/2022,7:00 AM,Hillyard,HY North
3,4,4/24/2022,6:00 AM,Shadle Park,SH East
14,11,4/24/2022,6:00 AM,Liberty Park,LP Main
0,3,4/24/2022,6:00 AM,Hillyard,HY North
2,1,4/24/2022,5:00 AM,Hillyard,HY North
3,7,4/23/2022,5:00 PM,Shadle Park,SH East
1,7,4/23/2022,5:00 PM,Liberty Park,LP Main
0,4,4/23/2022,5:00 PM,Hillyard,HY North
51,116,4/23/2022,4:00 PM,Shadle Park,SH East
28,67,4/23/2022,4:00 PM,Liberty Park,LP Main
8,22,4/23/2022,4:00 PM,Hillyard,HY North
95,91,4/23/2022,3:00 PM,Shadle Park,SH East
72,128,4/23/2022,3:00 PM,Liberty Park,LP Main
10,7,4/23/2022,3:00 PM,Hillyard,HY North
87,98,4/23/2022,2:00 PM,Shadle Park,SH East
94,102,4/23/2022,2:00 PM,Liberty Park,LP Main
13,21,4/23/2022,2:00 PM,Hillyard,HY North
98,71,4/23/2022,1:00 PM,Shadle Park,SH East
93,54,4/23/2022,1:00 PM,Liberty Park,LP Main
23,15,4/23/2022,1:00 PM,Hillyard,HY North
73,78,4/23/2022,12:00 PM,Shadle Park,SH East
99,77,4/23/2022,12:00 PM,Liberty Park,LP Main
12,13,4/23/2022,12:00 PM,Hillyard,HY North
49,40,4/23/2022,11:00 AM,Shadle Park,SH East
36,42,4/23/2022,11:00 AM,Liberty Park,LP Main
18,16,4/23/2022,11:00 AM,Hillyard,HY North
79,32,4/23/2022,10:00 AM,Shadle Park,SH East
39,23,4/23/2022,10:00 AM,Liberty Park,LP Main
12,7,4/23/2022,10:00 AM,Hillyard,HY North
21,12,4/23/2022,9:00 AM,Shadle Park,SH East
17,9,4/23/2022,9:00 AM,Liberty Park,LP Main
2,2,4/23/2022,9:00 AM,Hillyard,HY North
31,43,4/23/2022,8:00 AM,Hillyard,HY North
1,1,4/23/2022,7:00 AM,Shadle Park,SH West
18,22,4/23/2022,7:00 AM,Liberty Park,LP Main
6,7,4/23/2022,7:00 AM,Hillyard,HY North
5,8,4/23/2022,6:00 AM,Liberty Park,LP Main
0,1,4/23/2022,6:00 AM,Hillyard,HY North
4,2,4/23/2022,5:00 AM,Hillyard,HY North
0,2,4/22/2022,6:00 PM,Liberty Park,LP Main
1,9,4/22/2022,5:00 PM,Shadle Park,SH East
2,6,4/22/2022,5:00 PM,Liberty Park,LP Main
1,6,4/22/2022,5:00 PM,Hillyard,HY North
60,106,4/22/2022,4:00 PM,Shadle Park,SH East
33,44,4/22/2022,4:00 PM,Liberty Park,LP Main
15,35,4/22/2022,4:00 PM,Hillyard,HY North
88,105,4/22/2022,3:00 PM,Shadle Park,SH East
26,36,4/22/2022,3:00 PM,Liberty Park,LP Main
25,31,4/22/2022,3:00 PM,Hillyard,HY North
91,78,4/22/2022,2:00 PM,Shadle Park,SH East
59,41,4/22/2022,2:00 PM,Liberty Park,LP Main
16,18,4/22/2022,2:00 PM,Hillyard,HY North
87,72,4/22/2022,1:00 PM,Shadle Park,SH East
41,67,4/22/2022,1:00 PM,Liberty Park,LP Main
54,48,4/22/2022,1:00 PM,Hillyard,HY North
63,46,4/22/2022,12:00 PM,Shadle Park,SH East
28,26,4/22/2022,12:00 PM,Liberty Park,LP Main
43,54,4/22/2022,12:00 PM,Hillyard,HY North
49,65,4/22/2022,11:00 AM,Shadle Park,SH East
34,53,4/22/2022,11:00 AM,Liberty Park,LP Main
47,45,4/22/2022,11:00 AM,Hillyard,HY North
106,78,4/22/2022,10:00 AM,Shadle Park,SH East
56,41,4/22/2022,10:00 AM,Liberty Park,LP Main
60,24,4/22/2022,10:00 AM,Hillyard,HY North
29,25,4/22/2022,9:00 AM,Shadle Park,SH East
17,13,4/22/2022,9:00 AM,Liberty Park,LP Main
20,21,4/22/2022,9:00 AM,Hillyard,HY North
1,0,4/22/2022,8:00 AM,Shadle Park,SH East
15,12,4/22/2022,8:00 AM,Liberty Park,LP Main
